номер_опоры;материал_основания;горизонтальный/вертикальный;крепление_к;условный диаметр трубы;вылет;max вертик.нагрузка;исполнение;диапазон_диаметров;тип_опоры;кол-во_труб
H6.0.1-34.23(1);Металлоконструкции (двутавр);Горизонтальный;Колонна;250;200;3.1;23;260-274;Рядовая опора;1
H6.0.1-34.1(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;8;400;0.6;1;ноя.15;Рядовая опора;1
H6.0.1-34.2(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;10;400;0.6;2;16-19;Рядовая опора;1
H6.0.1-34.3(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;15;400;0.6;3;20-24;Рядовая опора;1
H6.0.1-34.4(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;20;400;0.6;4;25-28;Рядовая опора;1
H6.0.1-34.5(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;25;400;0.6;5;32-35;Рядовая опора;1
H6.0.1-34.6(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;32;400;0.6;6;39-46;Рядовая опора;1
H6.0.1-34.7(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;40;400;0.6;7;48-53;Рядовая опора;1
H6.0.1-34.8(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;50;400;0.9;8;53-58;Рядовая опора;1
H6.0.1-34.9(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;50;400;0.9;9;60-65;Рядовая опора;1
H6.0.1-34.10(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;60;400;0.9;10;67-71;Рядовая опора;1
H6.0.1-34.11(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;65;400;0.9;11;74-80;Рядовая опора;1
H6.0.1-34.12(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;70;400;0.9;12;81-86;Рядовая опора;1
H6.0.1-34.13(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;80;400;0.9;13;88-94;Рядовая опора;1
H6.0.1-34.14(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;90;400;1;14;99-105;Рядовая опора;1
H6.0.1-34.15(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;100;400;1;15;108-116;Рядовая опора;1
H6.0.1-34.16(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;110;400;1.5;16;120-130;Рядовая опора;1
H6.0.1-34.17(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;125;400;1.5;17;135-143;Рядовая опора;1
H6.0.1-34.18(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;140;400;1.5;18;145-155;Рядовая опора;1
H6.0.1-34.19(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;150;400;1.5;19;162-170;Рядовая опора;1
H6.0.1-34.20(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;175;400;3.1;20;195-205;Рядовая опора;1
H6.0.1-34.21(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;200;400;3.1;21;207-219;Рядовая опора;1
H6.0.1-34.22(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;225;400;3.1;22;248-255;Рядовая опора;1
H6.0.1-34.23(2);Металлоконструкции (двутавр);Горизонтальный;Колонна;250;400;3.1;23;260-274;Рядовая опора;1
H6.0.1-35.1;Металлоконструкции (двутавр);Горизонтальный;Колонна;8;400;0.6;1;ноя.15;Рядовая опора;2
H6.0.1-35.2;Металлоконструкции (двутавр);Горизонтальный;Колонна;10;400;0.6;2;16-19;Рядовая опора;2
H6.0.1-35.3;Металлоконструкции (двутавр);Горизонтальный;Колонна;15;400;0.6;3;20-24;Рядовая опора;2
H6.0.1-35.4;Металлоконструкции (двутавр);Горизонтальный;Колонна;20;400;0.6;4;25-28;Рядовая опора;2
H6.0.1-35.5;Металлоконструкции (двутавр);Горизонтальный;Колонна;25;400;0.6;5;32-35;Рядовая опора;2
H6.0.1-35.6;Металлоконструкции (двутавр);Горизонтальный;Колонна;32;400;0.6;6;39-46;Рядовая опора;2
H6.0.1-35.7;Металлоконструкции (двутавр);Горизонтальный;Колонна;40;400;0.6;7;48-53;Рядовая опора;2
H6.0.1-35.8;Металлоконструкции (двутавр);Горизонтальный;Колонна;50;400;0.9;8;53-58;Рядовая опора;2
H6.0.1-35.9;Металлоконструкции (двутавр);Горизонтальный;Колонна;50;400;0.9;9;60-65;Рядовая опора;2
H6.0.1-35.10;Металлоконструкции (двутавр);Горизонтальный;Колонна;60;400;0.9;10;67-71;Рядовая опора;2
H6.0.1-35.11;Металлоконструкции (двутавр);Горизонтальный;Колонна;65;400;0.9;11;74-80;Рядовая опора;2
H6.0.1-35.12;Металлоконструкции (двутавр);Горизонтальный;Колонна;70;400;0.9;12;81-86;Рядовая опора;2
H6.0.1-35.13;Металлоконструкции (двутавр);Горизонтальный;Колонна;80;550;0.9;13;88-94;Рядовая опора;2
H6.0.1-35.14;Металлоконструкции (двутавр);Горизонтальный;Колонна;90;550;1;14;99-105;Рядовая опора;2
H6.0.1-35.15;Металлоконструкции (двутавр);Горизонтальный;Колонна;100;550;1;15;108-116;Рядовая опора;2
H6.0.1-35.16;Металлоконструкции (двутавр);Горизонтальный;Колонна;110;550;1.5;16;120-130;Рядовая опора;2
H6.0.1-35.17;Металлоконструкции (двутавр);Горизонтальный;Колонна;125;550;1.5;17;135-143;Рядовая опора;2
H6.0.1-35.18;Металлоконструкции (двутавр);Горизонтальный;Колонна;140;550;1.5;18;145-155;Рядовая опора;2
H6.0.1-35.19;Металлоконструкции (двутавр);Горизонтальный;Колонна;150;550;1.5;19;162-170;Рядовая опора;2
H6.0.1-35.20;Металлоконструкции (двутавр);Горизонтальный;Колонна;175;700;2.5;20;195-205;Рядовая опора;2
H6.0.1-35.21;Металлоконструкции (двутавр);Горизонтальный;Колонна;200;700;2.5;21;207-219;Рядовая опора;2
H6.0.1-35.22;Металлоконструкции (двутавр);Горизонтальный;Колонна;225;700;2.5;22;248-255;Рядовая опора;2
H6.0.1-35.23;Металлоконструкции (двутавр);Горизонтальный;Колонна;250;700;2.5;23;260-274;Рядовая опора;2
H6.0.1-36.1(1);Металлоконструкции (двутавр);Вертикальный;Колонна;8;250;0.15;1;ноя.15;Рядовая опора;1
H6.0.1-36.2(1);Металлоконструкции (двутавр);Вертикальный;Колонна;10;250;0.15;2;16-19;Рядовая опора;1
H6.0.1-36.3(1);Металлоконструкции (двутавр);Вертикальный;Колонна;15;250;0.15;3;20-24;Рядовая опора;1
H6.0.1-36.4(1);Металлоконструкции (двутавр);Вертикальный;Колонна;20;250;0.15;4;25-28;Рядовая опора;1
H6.0.1-36.5(1);Металлоконструкции (двутавр);Вертикальный;Колонна;25;250;0.15;5;32-35;Рядовая опора;1
H6.0.1-36.6(1);Металлоконструкции (двутавр);Вертикальный;Колонна;32;250;0.15;6;39-46;Рядовая опора;1
H6.0.1-36.7(1);Металлоконструкции (двутавр);Вертикальный;Колонна;40;250;0.15;7;48-53;Рядовая опора;1
H6.0.1-36.8(1);Металлоконструкции (двутавр);Вертикальный;Колонна;50;250;0.15;8;53-58;Рядовая опора;1
H6.0.1-36.9(1);Металлоконструкции (двутавр);Вертикальный;Колонна;50;250;0.15;9;60-65;Рядовая опора;1
H6.0.1-36.10(1);Металлоконструкции (двутавр);Вертикальный;Колонна;60;250;0.15;10;67-71;Рядовая опора;1
H6.0.1-36.11(1);Металлоконструкции (двутавр);Вертикальный;Колонна;65;250;0.15;11;74-80;Рядовая опора;1
H6.0.1-36.12(1);Металлоконструкции (двутавр);Вертикальный;Колонна;70;250;0.15;12;81-86;Рядовая опора;1
H6.0.1-36.13(1);Металлоконструкции (двутавр);Вертикальный;Колонна;80;250;0.15;13;88-94;Рядовая опора;1
H6.0.1-36.14(1);Металлоконструкции (двутавр);Вертикальный;Колонна;90;250;0.15;14;99-105;Рядовая опора;1
H6.0.1-36.15(1);Металлоконструкции (двутавр);Вертикальный;Колонна;100;250;0.15;15;108-116;Рядовая опора;1
